Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00134 ; 15/10/2025 ; 12:00 ; 00281 ; 00106 ; 00000 ; 00000 ; 00000 ; 00000 ; 00312 ; 00112 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 13:00 ; 00276 ; 00120 ; 00000 ; 00001 ; 00000 ; 00000 ; 00297 ; 00103 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 14:00 ; 00252 ; 00118 ; 00000 ; 00000 ; 00000 ; 00000 ; 00265 ; 00088 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 15:00 ; 00255 ; 00110 ; 00000 ; 00001 ; 00000 ; 00000 ; 00261 ; 00099 ; 00000 ; 00002 ; 00000 ; 00000
00134 ; 15/10/2025 ; 16:00 ; 00280 ; 00116 ; 00000 ; 00000 ; 00000 ; 00000 ; 00326 ; 00106 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 17:00 ; 00333 ; 00103 ; 00000 ; 00000 ; 00000 ; 00000 ; 00340 ; 00084 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 18:00 ; 00377 ; 00109 ; 00003 ; 00003 ; 00000 ; 00000 ; 00364 ; 00076 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 19:00 ; 00373 ; 00104 ; 00000 ; 00000 ; 00000 ; 00000 ; 00319 ; 00081 ; 00000 ; 00001 ; 00000 ; 00000
00134 ; 15/10/2025 ; 20:00 ; 00226 ; 00068 ; 00001 ; 00001 ; 00000 ; 00000 ; 00253 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 21:00 ; 00149 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00170 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 22:00 ; 00105 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00102 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 23:00 ; 00068 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00061 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 15/10/2025 ; 24:00 ; 00028 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 01:00 ; 00016 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 02:00 ; 00011 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 03:00 ; 00004 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 04:00 ; 00009 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 05:00 ; 00011 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00013 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 06:00 ; 00059 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00048 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 07:00 ; 00143 ; 00091 ; 00000 ; 00000 ; 00000 ; 00000 ; 00128 ; 00064 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 08:00 ; 00299 ; 00108 ; 00001 ; 00000 ; 00000 ; 00000 ; 00406 ; 00093 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 09:00 ; 00374 ; 00094 ; 00000 ; 00000 ; 00000 ; 00000 ; 00412 ; 00092 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 10:00 ; 00363 ; 00131 ; 00000 ; 00000 ; 00000 ; 00000 ; 00309 ; 00095 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 11:00 ; 00316 ; 00152 ; 00000 ; 00000 ; 00000 ; 00000 ; 00286 ; 00102 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 12:00 ; 00279 ; 00139 ; 00000 ; 00000 ; 00000 ; 00000 ; 00264 ; 00103 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 13:00 ; 00299 ; 00114 ; 00001 ; 00002 ; 00000 ; 00000 ; 00287 ; 00102 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 14:00 ; 00232 ; 00099 ; 00000 ; 00000 ; 00000 ; 00000 ; 00254 ; 00092 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 15:00 ; 00290 ; 00125 ; 00000 ; 00000 ; 00000 ; 00000 ; 00250 ; 00082 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 16:00 ; 00346 ; 00124 ; 00000 ; 00000 ; 00000 ; 00000 ; 00324 ; 00085 ; 00000 ; 00001 ; 00000 ; 00000
00134 ; 16/10/2025 ; 17:00 ; 00357 ; 00115 ; 00000 ; 00000 ; 00000 ; 00000 ; 00338 ; 00079 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 18:00 ; 00433 ; 00090 ; 00000 ; 00000 ; 00000 ; 00000 ; 00378 ; 00083 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 19:00 ; 00419 ; 00100 ; 00000 ; 00000 ; 00000 ; 00000 ; 00378 ; 00074 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 20:00 ; 00279 ; 00061 ; 00000 ; 00000 ; 00000 ; 00000 ; 00267 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 21:00 ; 00185 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00210 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 22:00 ; 00108 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00102 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 23:00 ; 00074 ; 00017 ; 00000 ; 00001 ; 00000 ; 00000 ; 00065 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 16/10/2025 ; 24:00 ; 00028 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00037 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 01:00 ; 00026 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00058 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 02:00 ; 00014 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 03:00 ; 00010 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 04:00 ; 00008 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 05:00 ; 00011 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 06:00 ; 00047 ; 00047 ; 00001 ; 00001 ; 00000 ; 00000 ; 00050 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 07:00 ; 00137 ; 00076 ; 00000 ; 00000 ; 00000 ; 00000 ; 00127 ; 00073 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 08:00 ; 00306 ; 00101 ; 00000 ; 00000 ; 00000 ; 00000 ; 00384 ; 00084 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 09:00 ; 00341 ; 00113 ; 00000 ; 00000 ; 00000 ; 00000 ; 00291 ; 00092 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 10:00 ; 00348 ; 00116 ; 00000 ; 00000 ; 00000 ; 00000 ; 00270 ; 00112 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 11:00 ; 00351 ; 00120 ; 00000 ; 00000 ; 00000 ; 00000 ; 00299 ; 00100 ; 00000 ; 00001 ; 00000 ; 00000
00134 ; 17/10/2025 ; 12:00 ; 00384 ; 00123 ; 00000 ; 00000 ; 00000 ; 00000 ; 00319 ; 00100 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 13:00 ; 00331 ; 00122 ; 00000 ; 00000 ; 00000 ; 00000 ; 00336 ; 00094 ; 00000 ; 00002 ; 00000 ; 00000
00134 ; 17/10/2025 ; 14:00 ; 00335 ; 00100 ; 00000 ; 00000 ; 00000 ; 00000 ; 00393 ; 00100 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 15:00 ; 00335 ; 00069 ; 00002 ; 00001 ; 00000 ; 00000 ; 00348 ; 00096 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 16:00 ; 00480 ; 00099 ; 00000 ; 00000 ; 00000 ; 00000 ; 00382 ; 00114 ; 00001 ; 00001 ; 00000 ; 00000
00134 ; 17/10/2025 ; 17:00 ; 00779 ; 00109 ; 00000 ; 00000 ; 00000 ; 00000 ; 00462 ; 00095 ; 00000 ; 00001 ; 00000 ; 00000
00134 ; 17/10/2025 ; 18:00 ; 00922 ; 00104 ; 00000 ; 00000 ; 00000 ; 00000 ; 00480 ; 00087 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 19:00 ; 00653 ; 00075 ; 00001 ; 00000 ; 00000 ; 00000 ; 00518 ; 00074 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 20:00 ; 00496 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00419 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 21:00 ; 00312 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00298 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 22:00 ; 00174 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00174 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 23:00 ; 00113 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00118 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 17/10/2025 ; 24:00 ; 00082 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00057 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 01:00 ; 00049 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00040 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 02:00 ; 00029 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00023 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 03:00 ; 00027 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 04:00 ; 00013 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 05:00 ; 00027 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 06:00 ; 00057 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 07:00 ; 00131 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00028 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 08:00 ; 00225 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00097 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 09:00 ; 00337 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 10:00 ; 00475 ; 00047 ; 00000 ; 00001 ; 00000 ; 00000 ; 00294 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 11:00 ; 00611 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00518 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 12:00 ; 00534 ; 00040 ; 00000 ; 00001 ; 00000 ; 00000 ; 00775 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 13:00 ; 00437 ; 00040 ; 00001 ; 00002 ; 00000 ; 00000 ; 00693 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 14:00 ; 00370 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00550 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 15:00 ; 00256 ; 00042 ; 00000 ; 00001 ; 00000 ; 00000 ; 00370 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 16:00 ; 00277 ; 00024 ; 00000 ; 00002 ; 00000 ; 00000 ; 00275 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 17:00 ; 00325 ; 00026 ; 00003 ; 00002 ; 00000 ; 00000 ; 00417 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 18:00 ; 00386 ; 00030 ; 00000 ; 00002 ; 00000 ; 00000 ; 00403 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 19:00 ; 00494 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00420 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 20:00 ; 00569 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00397 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 21:00 ; 00465 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00308 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 22:00 ; 00267 ; 00015 ; 00001 ; 00000 ; 00000 ; 00000 ; 00166 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 23:00 ; 00176 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00114 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 18/10/2025 ; 24:00 ; 00123 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00044 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 01:00 ; 00068 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00038 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 02:00 ; 00041 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 03:00 ; 00018 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 04:00 ; 00013 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 05:00 ; 00014 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 06:00 ; 00027 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00022 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 07:00 ; 00084 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 08:00 ; 00133 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00051 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 09:00 ; 00203 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00079 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 10:00 ; 00355 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00151 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 11:00 ; 00520 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00305 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 12:00 ; 00563 ; 00041 ; 00001 ; 00000 ; 00000 ; 00000 ; 00374 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 13:00 ; 00456 ; 00037 ; 00000 ; 00001 ; 00000 ; 00000 ; 00466 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 14:00 ; 00347 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000 ; 00487 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 15:00 ; 00287 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00306 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 16:00 ; 00341 ; 00026 ; 00002 ; 00000 ; 00000 ; 00000 ; 00378 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 17:00 ; 00472 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00539 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 18:00 ; 00490 ; 00024 ; 00001 ; 00000 ; 00000 ; 00000 ; 00822 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 19:00 ; 00515 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000 ; 00859 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 20:00 ; 00390 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00810 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 21:00 ; 00255 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00526 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 22:00 ; 00147 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00243 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 23:00 ; 00088 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00126 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000
00134 ; 19/10/2025 ; 24:00 ; 00040 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00065 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 01:00 ; 00023 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 02:00 ; 00011 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 03:00 ; 00010 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 04:00 ; 00002 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 05:00 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00018 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 06:00 ; 00219 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00167 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 07:00 ; 00280 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00202 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 08:00 ; 00672 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00556 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 09:00 ; 00589 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00488 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 10:00 ; 00449 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00430 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 11:00 ; 00410 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00376 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 12:00 ; 00430 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00467 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 13:00 ; 00480 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00488 ; 00063 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 14:00 ; 00629 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00636 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 15:00 ; 00549 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00670 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 16:00 ; 00479 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00500 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 17:00 ; 00447 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00608 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 18:00 ; 00688 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00744 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 19:00 ; 00646 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00663 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 20:00 ; 00496 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00425 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 21:00 ; 00330 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00353 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 22:00 ; 00199 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00205 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 23:00 ; 00143 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00172 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 13/10/2025 ; 24:00 ; 00030 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00027 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 01:00 ; 00020 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 02:00 ; 00009 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 03:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 04:00 ; 00005 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 05:00 ; 00017 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 06:00 ; 00228 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00164 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 07:00 ; 00307 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00233 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 08:00 ; 00697 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00564 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 09:00 ; 00581 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00548 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 10:00 ; 00486 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00432 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 11:00 ; 00383 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00408 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 12:00 ; 00429 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00435 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 13:00 ; 00532 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00537 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 14:00 ; 00627 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00637 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 15:00 ; 00603 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000 ; 00619 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 16:00 ; 00488 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000 ; 00513 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000
00158 ; 14/10/2025 ; 17:00 ; 00508 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00638 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000
